0.228989	-0.0585809	-0.00103067
0.305667	-0.0778838	-0.00198281
0.383621	-0.0972583	-0.00297555
0.460988	-0.117289	-0.00444939
0.539556	-0.138606	-0.00427725
0.618598	-0.158194	-0.00462869
0.697266	-0.177476	-0.0047213
0.77695	-0.196561	-0.00494163
0.85741	-0.215125	-0.00510361
0.9364	-0.231268	-0.00565795
1.01652	-0.248267	-0.00557685
1.09544	-0.263039	-0.00575971
1.17454	-0.275274	-0.00611669
1.25374	-0.286588	-0.00638244
1.33409	-0.29772	-0.00648804
1.41428	-0.304872	-0.00661133
1.49409	-0.310965	-0.00675523
1.575	-0.31551	-0.00658734
1.65395	-0.317742	-0.00701695
1.73417	-0.318032	-0.00747106
1.8144	-0.31626	-0.00793749
1.89463	-0.312305	-0.00816021
1.97554	-0.306525	-0.00851879
2.05581	-0.297365	-0.00879258
2.13554	-0.285044	-0.00894533
2.21457	-0.270378	-0.00902333
2.29395	-0.252903	-0.00919344
2.37208	-0.232192	-0.00932395
2.4489	-0.208819	-0.00931984
2.52477	-0.182406	-0.00927426
2.59996	-0.152313	-0.00911522
2.67379	-0.119933	-0.00910745
2.74557	-0.0834026	-0.00916693
2.8153	-0.0446898	-0.00907862
2.88361	-0.0023619	-0.0089705
2.94979	0.0430713	-0.00903899
3.01412	0.0913303	-0.00895373
3.07645	0.142262	-0.00883707
3.13656	0.195639	-0.00889487
3.19483	0.251437	-0.00869308
3.2508	0.309445	-0.008588
3.30457	0.369782	-0.00839236
3.35591	0.431475	-0.00832266
3.40529	0.495302	-0.0080286
3.45244	0.5609	-0.00775084
3.49747	0.627296	-0.00755081
3.54046	0.695515	-0.00710473
3.58197	0.764817	-0.00681111
3.62129	0.834851	-0.00649174
3.65942	0.905714	-0.00615764
3.69537	0.977715	-0.00569119
3.73014	1.05031	-0.00540447
3.76316	1.12321	-0.00510693
3.79478	1.19711	-0.00475771
3.82555	1.27121	-0.00444806
3.85488	1.34617	-0.0040882
3.88306	1.42127	-0.00379276
3.91004	1.49695	-0.00348647
3.9366	1.57322	-0.00313329
3.96217	1.64904	-0.00284655
3.98693	1.72561	-0.0024929
4.01135	1.80234	-0.00215952
4.03486	1.87979	-0.00171872
4.05797	1.95655	-0.00142423
4.08085	2.03371	-0.00106911
4.10311	2.11108	-0.000673596
4.12522	2.18857	-0.000233284
4.1474	2.26625	0.000315122
4.16911	2.34374	0.000712073
4.19089	2.42067	0.0010302
4.21288	2.49823	0.00153165
4.23463	2.57538	0.0018978
4.25698	2.65236	0.00237577
4.27937	2.72964	0.00276562
4.30213	2.80631	0.00313776
4.32493	2.88338	0.00348221
4.34848	2.95987	0.00382064
4.37288	3.03641	0.0041882
4.39774	3.11281	0.00443535
4.42344	3.18878	0.00472622
4.44987	3.26478	0.00502099
4.47725	3.34024	0.00530872
4.50539	3.41565	0.00558792
4.53464	3.49036	0.00588297
4.56521	3.56471	0.00614853
4.59688	3.6391	0.0065552
4.63018	3.71227	0.00682223
4.66477	3.78486	0.00707799
4.70077	3.85698	0.00748193
4.73856	3.92781	0.00773
4.77797	3.99816	0.00805016
4.81918	4.06713	0.00840089
4.86235	4.13481	0.00868643
4.9072	4.20113	0.00896931
4.95437	4.26593	0.00917652
5.00355	4.32941	0.00942516
5.05517	4.39106	0.0096002
5.10872	4.45049	0.009714
5.16455	4.50839	0.00988141
5.22264	4.5636	0.010043
5.28272	4.617	0.0100953
5.34548	4.66769	0.0101961
5.40985	4.71519	0.0101179
5.47646	4.76027	0.010154
5.54455	4.80255	0.0100984
5.61483	4.84172	0.0101153
5.68672	4.87809	0.0100696
5.76016	4.91089	0.0101269
5.83464	4.94088	0.0100136
5.91046	4.96763	0.00998464
5.9874	4.9912	0.00994753
6.06484	5.01144	0.00982094
6.14312	5.029	0.00971411
6.22192	5.0436	0.00953755
6.30142	5.05528	0.00944935
6.38125	5.06395	0.00929089
6.46116	5.07033	0.00903646
6.54123	5.07415	0.00886138
6.62145	5.07554	0.00849334
6.70173	5.07459	0.00824537
6.782	5.07184	0.00795421
6.86193	5.06695	0.00774451
6.94208	5.06046	0.007375
7.02182	5.05198	0.00702454
7.10167	5.04205	0.00676918
7.18116	5.03027	0.00646526
7.26035	5.01777	0.00619869
7.33949	5.0035	0.00592052
7.41818	4.98866	0.0055149
7.49692	4.97241	0.00527525
7.57542	4.95524	0.00506364
7.6535	4.93719	0.00475676
7.73144	4.91878	0.00432013
7.80926	4.8993	0.00408195
7.887	4.87935	0.0037553
7.96435	4.85919	0.00342692
8.04184	4.83839	0.00310179
8.11904	4.81708	0.0027185
8.1961	4.79598	0.00226409
8.27364	4.77432	0.00200015
8.35048	4.75263	0.00153344
8.4277	4.73093	0.00126483
8.50489	4.70931	0.000767322
8.58226	4.68777	0.00042192
8.65942	4.66626	1.62646e-05
8.7371	4.64517	-0.000191575
8.81438	4.62429	-0.000659643
8.892	4.60383	-0.00100025
8.96988	4.58397	-0.00131073
9.04768	4.5647	-0.00165247
9.12574	4.54609	-0.00201423
9.20386	4.52809	-0.00231779
9.28226	4.51079	-0.00257798
9.36073	4.49485	-0.00293142
9.43938	4.47977	-0.00322547
9.51823	4.46596	-0.00350076
9.5975	4.45313	-0.00383117
9.67702	4.44185	-0.00405778
9.75624	4.43197	-0.00445281
9.83585	4.42343	-0.00473149
9.91557	4.41693	-0.00505424
9.99572	4.41217	-0.00531728
10.0759	4.40947	-0.00554546
10.1559	4.40875	-0.00585198
10.236	4.41022	-0.00606823
10.3161	4.41407	-0.00629223
10.396	4.42045	-0.00652015
10.4753	4.42951	-0.0067632
10.5549	4.44111	-0.00692659
10.6338	4.45553	-0.00702096
10.712	4.47309	-0.00720748
10.7895	4.4934	-0.00728921
10.8658	4.5171	-0.00746767
10.9414	4.54367	-0.00754597
11.0156	4.57353	-0.00761629
11.0884	4.6064	-0.00765838
11.1601	4.64249	-0.00773564
11.2299	4.68156	-0.00771527
11.2978	4.7241	-0.00777713
11.3638	4.76905	-0.00781111
11.428	4.81723	-0.00774474
11.4902	4.86769	-0.0076596
11.55	4.92095	-0.00760195
