0.287436	-0.559634	0.967729	0.000113785
0.330075	-0.573602	0.965057	0.000112832
0.530418	-0.495822	0.944057	0.000106692
0.61593	-0.461539	0.934759	0.000107467
0.235297	-0.437985	0.971835	0.000113428
0.59727	-0.410353	0.933433	0.000103593
0.757011	-0.381072	0.918698	0.000113726
0.307775	-0.33004	0.96262	0.000108421
0.80464	-0.332024	0.911862	0.000116229
0.660601	-0.246769	0.91992	0.000100136
0.743474	-0.250787	0.912155	0.000105083
0.379292	-0.197257	0.955679	0.000105143
0.518298	-0.170449	0.938409	9.91821e-05
0.736117	-0.166995	0.914801	0.000102758
0.714178	-0.123611	0.917292	0.000100911
0.319999	-0.0242165	0.965625	0.000113368
0.602701	-0.0775367	0.928444	9.81092e-05
0.45836	0.0238032	0.948266	0.000103951
0.741364	0.0528073	0.933694	0.000104606
0.373586	0.127932	0.960108	0.000111938
0.405856	0.090807	0.955161	0.000108719
0.593031	0.0882124	0.934075	0.000100315
0.667111	0.0616028	0.933684	0.000100851
0.823205	0.158927	0.945011	0.0001176
0.531751	0.21532	0.944883	0.000105202
0.489104	0.295495	0.952032	0.000109673
0.631881	0.293299	0.95361	0.000109732
-0.62134	-0.814109	1.03666	0.000101358
-0.541704	-0.806743	1.03553	9.24766e-05
-0.433737	-0.804084	1.03624	8.20756e-05
-0.424194	-0.811113	1.0368	8.13007e-05
-0.332161	-0.778338	1.03706	7.36713e-05
-0.199744	-0.809264	1.02523	6.42538e-05
-0.143451	-0.702143	0.93006	8.6844e-05
-0.0237527	-0.74368	1.00607	5.40614e-05
0.0632901	-0.751089	0.998346	5.01871e-05
0.072997	-0.730287	0.995902	4.95911e-05
0.227313	-0.759352	0.983309	4.47035e-05
0.258278	-0.744712	0.980376	4.36306e-05
0.337617	-0.710214	0.971121	4.1306e-05
0.4197	-0.74353	0.965664	4.06504e-05
0.48809	-0.735566	0.958855	4.00543e-05
0.549955	-0.734601	0.953249	3.96967e-05
